clip_id,source_file,start_sec,end_sec,duration_sec
clip_0678,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,513.408,533.408,20.0
clip_0679,Liam_Lawson_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,533.408,551.872,18.464
clip_0680,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,0.256,20.256,20.0
clip_0681,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,20.256,40.256,20.0
clip_0682,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,40.256,60.256,20.0
clip_0683,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,60.256,80.256,20.0
clip_0684,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,80.256,100.256,20.0
clip_0685,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,100.256,120.256,20.0
clip_0686,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,120.256,140.256,20.0
clip_0687,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,140.256,160.256,20.0
clip_0688,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,160.256,180.256,20.0
clip_0689,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,180.256,200.256,20.0
clip_0690,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,200.256,220.256,20.0
clip_0691,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,220.256,240.256,20.0
clip_0692,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,240.256,260.256,20.0
clip_0693,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,260.256,280.256,20.0
clip_0694,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,280.256,300.256,20.0
clip_0695,Max_Verstappen_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,300.256,314.56,14.304
clip_0696,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1.28,4.928,3.648
clip_0697,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,6.08,8.576,2.496
clip_0698,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,34.496,54.496,20.0
clip_0699,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,54.496,74.496,20.0
clip_0700,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,74.496,94.496,20.0
clip_0701,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,94.496,114.496,20.0
clip_0702,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,114.496,134.496,20.0
clip_0703,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,134.496,154.496,20.0
clip_0704,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,154.496,174.496,20.0
clip_0705,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,174.496,194.496,20.0
clip_0706,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,194.496,214.496,20.0
clip_0707,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,214.496,234.496,20.0
clip_0708,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,234.496,254.496,20.0
clip_0709,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,254.496,274.496,20.0
clip_0710,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,274.496,294.496,20.0
clip_0711,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,294.496,314.496,20.0
clip_0712,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,314.496,334.496,20.0
clip_0713,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,334.496,354.496,20.0
clip_0714,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,354.496,374.496,20.0
clip_0715,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,374.496,394.496,20.0
clip_0716,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,394.496,406.24,11.744
clip_0717,Max_Verstappen_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,409.536,429.376,19.84
clip_0718,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,0.608,3.36,2.752
clip_0719,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,7.872,13.408,5.536
clip_0720,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,14.912,19.744,4.832
clip_0721,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,21.728,27.488,5.76
clip_0722,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,29.504,31.872,2.368
clip_0723,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,33.696,38.88,5.184
clip_0724,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,40.16,60.16,20.0
clip_0725,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,60.16,80.16,20.0
clip_0726,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,80.16,100.16,20.0
clip_0727,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,100.16,120.16,20.0
clip_0728,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,120.16,140.16,20.0
clip_0729,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,140.16,160.16,20.0
clip_0730,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,160.16,172.48,12.32
clip_0731,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,173.312,193.312,20.0
clip_0732,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,193.312,206.016,12.704
clip_0733,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,206.848,212.672,5.824
clip_0734,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,218.848,238.848,20.0
clip_0735,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,238.848,258.848,20.0
clip_0736,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,258.848,278.848,20.0
clip_0737,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,278.848,293.6,14.752
clip_0738,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,294.784,297.12,2.336
clip_0739,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,299.04,319.04,20.0
clip_0740,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,319.04,339.04,20.0
clip_0741,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,339.04,359.04,20.0
clip_0742,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,359.04,378.112,19.072
clip_0743,Nico_Hulkenberg_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,379.168,399.04,19.872
clip_0744,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,0.896,4.736,3.84
clip_0745,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,7.104,13.056,5.952
clip_0746,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,18.528,24.16,5.632
clip_0747,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,26.336,30.368,4.032
clip_0748,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,32.832,35.008,2.176
clip_0749,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,36.224,41.28,5.056
clip_0750,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,42.368,62.368,20.0
clip_0751,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,62.368,82.368,20.0
clip_0752,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,82.368,102.368,20.0
clip_0753,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,102.368,122.368,20.0
clip_0754,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,122.368,142.368,20.0
clip_0755,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,142.368,162.368,20.0
clip_0756,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,162.368,182.368,20.0
clip_0757,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,182.368,202.368,20.0
clip_0758,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,202.368,222.368,20.0
clip_0759,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,222.368,242.368,20.0
clip_0760,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,242.368,262.368,20.0
clip_0761,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,262.368,282.368,20.0
clip_0762,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,282.368,302.368,20.0
clip_0763,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,302.368,322.368,20.0
clip_0764,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,322.368,342.368,20.0
clip_0765,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,342.368,358.24,15.872
clip_0766,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,359.04,379.04,20.0
clip_0767,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,379.04,399.04,20.0
clip_0768,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,399.04,419.04,20.0
clip_0769,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,419.04,439.04,20.0
clip_0770,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,439.04,459.04,20.0
clip_0771,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,459.04,479.04,20.0
clip_0772,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,479.04,499.04,20.0
clip_0773,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,499.04,519.04,20.0
clip_0774,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,519.04,539.04,20.0
clip_0775,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,539.04,559.04,20.0
clip_0776,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,559.04,579.04,20.0
clip_0777,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,579.04,599.04,20.0
clip_0778,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,599.04,619.04,20.0
clip_0779,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,619.04,639.04,20.0
clip_0780,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,639.04,659.04,20.0
clip_0781,Nico_Hulkenberg_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,659.04,663.616,4.576
clip_0782,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,2.432,5.28,2.848
clip_0783,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,7.392,10.752,3.36
clip_0784,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,12.672,32.672,20.0
clip_0785,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,32.672,52.672,20.0
clip_0786,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,52.672,72.672,20.0
clip_0787,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,72.672,92.672,20.0
clip_0788,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,92.672,112.672,20.0
clip_0789,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,112.672,132.672,20.0
clip_0790,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,132.672,135.232,2.56
clip_0791,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,141.92,161.92,20.0
clip_0792,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,161.92,181.92,20.0
clip_0793,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,181.92,201.92,20.0
clip_0794,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,201.92,221.92,20.0
clip_0795,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,221.92,241.92,20.0
clip_0796,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,241.92,261.92,20.0
clip_0797,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,261.92,281.92,20.0
clip_0798,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,281.92,301.92,20.0
clip_0799,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,301.92,321.92,20.0
clip_0800,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,321.92,330.176,8.256
clip_0801,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,331.296,338.368,7.072
clip_0802,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,341.792,347.136,5.344
clip_0803,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,348.736,350.784,2.048
clip_0804,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,351.712,357.888,6.176
clip_0805,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,358.816,368.448,9.632
clip_0806,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,371.616,378.432,6.816
clip_0807,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,382.336,384.96,2.624
clip_0808,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,385.92,405.92,20.0
clip_0809,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,405.92,425.92,20.0
clip_0810,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,425.92,445.312,19.392
clip_0811,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,446.368,466.368,20.0
clip_0812,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,466.368,486.368,20.0
clip_0813,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,486.368,506.368,20.0
clip_0814,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,512.96,532.96,20.0
clip_0815,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,532.96,552.96,20.0
clip_0816,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,552.96,572.96,20.0
clip_0817,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,572.96,592.832,19.872
clip_0818,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,595.68,598.784,3.104
clip_0819,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,599.872,604.224,4.352
clip_0820,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,607.744,627.744,20.0
clip_0821,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,627.744,647.744,20.0
clip_0822,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,647.744,667.744,20.0
clip_0823,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,667.744,687.744,20.0
clip_0824,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,687.744,707.744,20.0
clip_0825,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,707.744,727.744,20.0
clip_0826,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,727.744,747.744,20.0
clip_0827,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,747.744,767.744,20.0
clip_0828,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,767.744,787.744,20.0
clip_0829,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,787.744,798.08,10.336
clip_0830,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,799.136,819.136,20.0
clip_0831,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,819.136,839.136,20.0
clip_0832,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,839.136,859.136,20.0
clip_0833,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,859.136,879.136,20.0
clip_0834,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,879.136,881.568,2.432
clip_0835,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,882.528,886.016,3.488
clip_0836,Oliver_Bearman_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,889.856,909.696,19.84
clip_0837,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,0.928,8.192,7.264
clip_0838,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,14.112,34.112,20.0
clip_0839,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,34.112,54.112,20.0
clip_0840,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,54.112,74.112,20.0
clip_0841,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,74.112,94.112,20.0
clip_0842,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,94.112,114.112,20.0
clip_0843,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,114.112,134.112,20.0
clip_0844,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,134.112,154.112,20.0
clip_0845,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,154.112,174.112,20.0
clip_0846,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,174.112,194.112,20.0
clip_0847,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,194.112,214.112,20.0
clip_0848,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,214.112,234.112,20.0
clip_0849,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,234.112,252.256,18.144
clip_0850,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,253.344,273.344,20.0
clip_0851,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,273.344,293.344,20.0
clip_0852,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,293.344,313.344,20.0
clip_0853,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,313.344,333.344,20.0
clip_0854,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,333.344,353.344,20.0
clip_0855,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,353.344,373.344,20.0
clip_0856,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,373.344,393.344,20.0
clip_0857,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,393.344,413.344,20.0
clip_0858,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,413.344,433.344,20.0
clip_0859,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,433.344,453.344,20.0
clip_0860,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,453.344,473.344,20.0
clip_0861,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,473.344,493.344,20.0
clip_0862,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,493.344,513.344,20.0
clip_0863,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,513.344,533.344,20.0
clip_0864,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,533.344,553.344,20.0
clip_0865,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,553.344,565.856,12.512
clip_0866,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,566.944,586.944,20.0
clip_0867,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,586.944,606.944,20.0
clip_0868,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,606.944,626.944,20.0
clip_0869,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,626.944,646.944,20.0
clip_0870,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,646.944,666.944,20.0
clip_0871,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,666.944,686.944,20.0
clip_0872,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,686.944,706.944,20.0
clip_0873,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,706.944,726.944,20.0
clip_0874,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,726.944,746.944,20.0
clip_0875,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,746.944,766.944,20.0
clip_0876,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,769.536,789.536,20.0
clip_0877,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,789.536,809.536,20.0
clip_0878,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,809.536,829.536,20.0
clip_0879,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,829.536,849.536,20.0
clip_0880,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,849.536,863.936,14.4
clip_0881,Oliver_Bearman_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,870.912,890.784,19.872
clip_0882,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,4.416,8.448,4.032
clip_0883,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,14.816,32.992,18.176
clip_0884,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,35.712,40.064,4.352
clip_0885,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,41.664,46.464,4.8
clip_0886,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,49.728,55.456,5.728
clip_0887,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,56.512,69.344,12.832
clip_0888,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,73.088,85.76,12.672
clip_0889,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,87.904,89.952,2.048
clip_0890,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,91.68,97.472,5.792
clip_0891,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,101.376,121.376,20.0
clip_0892,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,121.376,141.376,20.0
clip_0893,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,141.376,161.376,20.0
clip_0894,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,161.376,181.376,20.0
clip_0895,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,181.376,201.376,20.0
clip_0896,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,201.376,221.376,20.0
clip_0897,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,221.376,241.376,20.0
clip_0898,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,241.376,261.376,20.0
clip_0899,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,261.376,281.376,20.0
clip_0900,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,281.376,286.432,5.056
clip_0901,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,288.288,290.528,2.24
clip_0902,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,292.128,297.568,5.44
